ServiceNo,Direction,StopSequence,Distance,Category,Description,Interchange,Freq_of_Buses_during_Peak_Period,Freq_of_Buses_during_OffPeak_Period
101,1,32,10.5,TRUNK,Blk 508,Does Not Have Interchange,8.0,7.0
101,1,33,10.8,TRUNK,Blk 834,Does Not Have Interchange,8.0,7.0
101,1,34,11.0,TRUNK,Blk 830A,Does Not Have Interchange,8.0,7.0
101,1,35,11.2,TRUNK,Opp Hougang Ctrl Int,Has Interchange,8.0,7.0
101,1,36,11.8,TRUNK,Blk 302,Does Not Have Interchange,8.0,7.0
101,1,37,12.1,TRUNK,Blk 25,Does Not Have Interchange,8.0,7.0
101,1,38,12.4,TRUNK,Opp Serangoon JC,Does Not Have Interchange,8.0,7.0
101,1,39,12.8,TRUNK,Glad Tidings Ch,Does Not Have Interchange,8.0,7.0
101,1,40,13.2,TRUNK,Kovan Stn Exit C,Does Not Have Interchange,8.0,7.0
101,1,41,13.7,TRUNK,Opp The Helping Hand,Does Not Have Interchange,8.0,7.0
101,1,42,14.3,TRUNK,Aft Upp S'Goon Shop Ctr,Does Not Have Interchange,8.0,7.0
101,1,43,14.6,TRUNK,Forest Woods,Does Not Have Interchange,8.0,7.0
101,1,44,14.8,TRUNK,S'Goon Stn Exit D/Blk 416,Does Not Have Interchange,8.0,7.0
101,1,46,15.5,TRUNK,S'Goon Int,Has Interchange,8.0,7.0
102,1,1,0.0,TRUNK,Hougang Ctrl Int,Has Interchange,10.0,10.0
102,1,2,0.7,TRUNK,The Midtown,Does Not Have Interchange,10.0,10.0
102,1,3,1.1,TRUNK,Blk 465A,Does Not Have Interchange,10.0,10.0
102,1,4,1.6,TRUNK,Opp Serangoon Sec Sch,Does Not Have Interchange,10.0,10.0
102,1,5,2.1,TRUNK,Opp Blk 477A,Does Not Have Interchange,10.0,10.0
102,1,6,2.4,TRUNK,Aft Sengkang East Dr,Does Not Have Interchange,10.0,10.0
102,1,7,2.8,TRUNK,Bef Punggol Rd,Does Not Have Interchange,10.0,10.0
102,1,8,3.2,TRUNK,Opp Sengkang Fire Stn,Does Not Have Interchange,10.0,10.0
102,1,9,3.9,TRUNK,Buangkok Stn Exit A,Does Not Have Interchange,10.0,10.0
102,1,10,4.3,TRUNK,Blk 201C,Does Not Have Interchange,10.0,10.0
102,1,11,4.5,TRUNK,Opp Blk 204 CP,Does Not Have Interchange,10.0,10.0
102,1,12,4.8,TRUNK,Opp Blk 223D,Does Not Have Interchange,10.0,10.0
102,1,13,5.0,TRUNK,Opp Blk 241,Does Not Have Interchange,10.0,10.0
102,1,14,5.3,TRUNK,Sengkang Stn,Does Not Have Interchange,10.0,10.0
102,1,15,5.8,TRUNK,Blk 325 CP,Does Not Have Interchange,10.0,10.0
102,1,16,6.1,TRUNK,Blk 317B,Does Not Have Interchange,10.0,10.0
102,1,17,6.4,TRUNK,Opp Hockey Stadium,Does Not Have Interchange,10.0,10.0
102,1,18,7.0,TRUNK,Opp Blk 471A,Does Not Have Interchange,10.0,10.0
102,1,19,7.5,TRUNK,Blk 432A,Does Not Have Interchange,10.0,10.0
102,1,20,7.7,TRUNK,Bef Jln Kayu,Does Not Have Interchange,10.0,10.0
102,1,21,8.1,TRUNK,Jln Kayu Shophouse,Does Not Have Interchange,10.0,10.0
102,1,22,8.4,TRUNK,Bef TPE,Does Not Have Interchange,10.0,10.0
102,1,23,8.8,TRUNK,Bef Seletar Camp G,Does Not Have Interchange,10.0,10.0
102,1,24,10.4,TRUNK,Bef Baker St,Does Not Have Interchange,10.0,10.0
102,1,25,11.4,TRUNK,Seletar Airport,Does Not Have Interchange,10.0,10.0
102,1,26,13.3,TRUNK,Aft Baker St,Does Not Have Interchange,10.0,10.0
102,1,27,14.7,TRUNK,Aft Seletar Camp G,Does Not Have Interchange,10.0,10.0
102,1,28,15.0,TRUNK,Aft TPE,Does Not Have Interchange,10.0,10.0
102,1,29,15.2,TRUNK,Opp Jln Tari Lilin,Does Not Have Interchange,10.0,10.0
102,1,30,15.4,TRUNK,Aft Abundant Grace Ch,Does Not Have Interchange,10.0,10.0
102,1,31,15.7,TRUNK,Aft Lor Tanggam,Does Not Have Interchange,10.0,10.0
102,1,32,16.0,TRUNK,Opp Blk 432A,Does Not Have Interchange,10.0,10.0
102,1,33,16.4,TRUNK,Blk 471A,Does Not Have Interchange,10.0,10.0
102,1,34,17.1,TRUNK,Hockey Stadium,Does Not Have Interchange,10.0,10.0
102,1,35,17.3,TRUNK,Blk 326 CP,Does Not Have Interchange,10.0,10.0
102,1,36,17.6,TRUNK,Blk 333B,Does Not Have Interchange,10.0,10.0
102,1,37,18.1,TRUNK,Opp Sengkang Stn/Blk 260A,Does Not Have Interchange,10.0,10.0
102,1,38,18.5,TRUNK,Blk 240,Does Not Have Interchange,10.0,10.0
102,1,39,18.7,TRUNK,Blk 223D,Does Not Have Interchange,10.0,10.0
102,1,40,19.0,TRUNK,Blk 204 CP,Does Not Have Interchange,10.0,10.0
102,1,41,19.2,TRUNK,Blk 204C,Does Not Have Interchange,10.0,10.0
102,1,42,19.7,TRUNK,Buangkok Stn Exit B,Does Not Have Interchange,10.0,10.0
102,1,43,20.2,TRUNK,Bef Sengkang Fire Stn,Does Not Have Interchange,10.0,10.0
102,1,44,20.6,TRUNK,Aft Punggol Rd,Does Not Have Interchange,10.0,10.0
102,1,45,21.0,TRUNK,Bef Sengkang East Dr,Does Not Have Interchange,10.0,10.0
102,1,46,21.5,TRUNK,Blk 477A,Does Not Have Interchange,10.0,10.0
102,1,47,21.9,TRUNK,Serangoon Sec Sch,Does Not Have Interchange,10.0,10.0
102,1,48,22.3,TRUNK,Blk 355,Does Not Have Interchange,10.0,10.0
102,1,49,22.6,TRUNK,Opp The Midtown,Does Not Have Interchange,10.0,10.0
102,1,50,23.3,TRUNK,Hougang Ctrl Int,Has Interchange,10.0,10.0
103,1,1,0.0,TRUNK,S'Goon Int,Has Interchange,9.0,9.0
103,1,2,0.5,TRUNK,S'Goon Stn Exit H,Does Not Have Interchange,9.0,9.0
103,1,3,0.9,TRUNK,Opp Blk 1,Does Not Have Interchange,9.0,9.0
103,1,4,1.3,TRUNK,Blk 209,Does Not Have Interchange,9.0,9.0
103,1,5,1.8,TRUNK,Opp S'Goon Sports Cplx,Does Not Have Interchange,9.0,9.0
103,1,6,2.2,TRUNK,Bef St. Helier's Ave,Does Not Have Interchange,9.0,9.0
103,1,7,2.6,TRUNK,Aft Serangoon Nth Ave 1,Does Not Have Interchange,9.0,9.0
103,1,8,2.8,TRUNK,Blk 133,Does Not Have Interchange,9.0,9.0
103,1,9,3.1,TRUNK,Blk 138,Does Not Have Interchange,9.0,9.0
103,1,10,3.6,TRUNK,Opp Gracehaven S Army,Does Not Have Interchange,9.0,9.0
103,1,11,4.0,TRUNK,Opp Blk 953,Does Not Have Interchange,9.0,9.0
103,1,12,4.4,TRUNK,Aft Ang Mo Kio Ave 5,Does Not Have Interchange,9.0,9.0
103,1,13,4.7,TRUNK,Ch Of St. Vincent De Paul,Does Not Have Interchange,9.0,9.0
103,1,14,5.1,TRUNK,Bef Jln Selaseh,Does Not Have Interchange,9.0,9.0
103,1,15,5.4,TRUNK,Seletar Hills Est,Does Not Have Interchange,9.0,9.0
103,1,16,5.8,TRUNK,The Greenwich,Does Not Have Interchange,9.0,9.0
103,1,17,6.1,TRUNK,Aft Yio Chu Kang Rd,Does Not Have Interchange,9.0,9.0
103,1,18,6.4,TRUNK,Bef Jln Kayu,Does Not Have Interchange,9.0,9.0
103,1,19,6.8,TRUNK,Opp Blk 448A,Does Not Have Interchange,9.0,9.0
103,1,20,7.2,TRUNK,Jln Kayu Shophouse,Does Not Have Interchange,9.0,9.0
103,1,21,7.5,TRUNK,Bef TPE,Does Not Have Interchange,9.0,9.0
103,1,22,7.9,TRUNK,Bef Seletar Camp G,Does Not Have Interchange,9.0,9.0
103,1,23,8.5,TRUNK,Sing-China Bldg,Does Not Have Interchange,9.0,9.0
103,1,24,9.1,TRUNK,Aft Baker St,Does Not Have Interchange,9.0,9.0
103,1,25,9.4,TRUNK,Bef Seletar A'Space Rise,Does Not Have Interchange,9.0,9.0
103,1,26,9.9,TRUNK,Rolls Royce Pte Ltd,Does Not Have Interchange,9.0,9.0
103,1,27,10.3,TRUNK,Bef West Camp Rd,Does Not Have Interchange,9.0,9.0
103,1,28,10.8,TRUNK,Aft Seletar A'Space Lane,Does Not Have Interchange,9.0,9.0
103,1,29,11.4,TRUNK,Opp Youth Flying Club,Does Not Have Interchange,9.0,9.0
103,1,30,11.9,TRUNK,Opp Seletar Airport,Does Not Have Interchange,9.0,9.0
103,1,31,12.3,TRUNK,BEF SHELL AVIATION,Does Not Have Interchange,9.0,9.0
103,1,32,14.1,TRUNK,Bef Yishun Ave 8,Does Not Have Interchange,9.0,9.0
103,1,33,14.6,TRUNK,Opp Yishun Street 43,Does Not Have Interchange,9.0,9.0
103,1,34,14.8,TRUNK,Opp Blk 469B,Does Not Have Interchange,9.0,9.0
103,1,35,15.4,TRUNK,Opp Blk 419,Does Not Have Interchange,9.0,9.0
103,1,36,16.0,TRUNK,Opp Huamin Pr Sch,Does Not Have Interchange,9.0,9.0
103,1,37,16.3,TRUNK,Bef SAFRA Yishun,Does Not Have Interchange,9.0,9.0
103,1,38,16.6,TRUNK,Opp Khoo Teck Puat Hosp,Does Not Have Interchange,9.0,9.0
103,1,39,17.3,TRUNK,Blk 763,Does Not Have Interchange,9.0,9.0
103,1,40,17.5,TRUNK,Bef Yishun Stn,Does Not Have Interchange,9.0,9.0
103,1,41,17.7,TRUNK,Yishun Temp Int,Has Interchange,9.0,9.0
103,2,1,0.0,TRUNK,Yishun Temp Int,Has Interchange,9.0,11.0
103,2,2,0.4,TRUNK,Opp Yishun Stn,Does Not Have Interchange,9.0,11.0
103,2,3,0.6,TRUNK,Opp Blk 757,Does Not Have Interchange,9.0,11.0
103,2,4,1.4,TRUNK,Khoo Teck Puat Hosp,Does Not Have Interchange,9.0,11.0
103,2,5,1.7,TRUNK,Opp SAFRA Yishun,Does Not Have Interchange,9.0,11.0
103,2,6,2.0,TRUNK,Blk 348B,Does Not Have Interchange,9.0,11.0
103,2,7,2.3,TRUNK,Bet Blks 349/350,Does Not Have Interchange,9.0,11.0
103,2,8,2.8,TRUNK,Blk 419,Does Not Have Interchange,9.0,11.0
103,2,9,3.4,TRUNK,Bef Blk 469B,Does Not Have Interchange,9.0,11.0
103,2,10,4.1,TRUNK,Aft Yishun Ave 8,Does Not Have Interchange,9.0,11.0
103,2,11,5.8,TRUNK,AFT SHELL AVIATION,Does Not Have Interchange,9.0,11.0
103,2,12,6.4,TRUNK,ST Aerospace,Does Not Have Interchange,9.0,11.0
103,2,13,6.7,TRUNK,Youth Flying Club,Does Not Have Interchange,9.0,11.0
103,2,14,7.4,TRUNK,Bef Seletar A'Space Lane,Does Not Have Interchange,9.0,11.0
103,2,15,7.9,TRUNK,Aft West Camp Rd,Does Not Have Interchange,9.0,11.0
103,2,16,8.3,TRUNK,Opp Rolls Royce Pte Ltd,Does Not Have Interchange,9.0,11.0
103,2,17,8.7,TRUNK,Aft Seletar A'Space Rise,Does Not Have Interchange,9.0,11.0
103,2,18,9.0,TRUNK,Bef Baker St,Does Not Have Interchange,9.0,11.0
103,2,19,9.6,TRUNK,Opp Sing-China Bldg,Does Not Have Interchange,9.0,11.0
103,2,20,10.2,TRUNK,Aft Seletar Camp G,Does Not Have Interchange,9.0,11.0
103,2,21,10.5,TRUNK,Aft TPE,Does Not Have Interchange,9.0,11.0
103,2,22,10.7,TRUNK,Opp Jln Tari Lilin,Does Not Have Interchange,9.0,11.0
103,2,23,10.9,TRUNK,Aft Abundant Grace Ch,Does Not Have Interchange,9.0,11.0
103,2,24,11.3,TRUNK,Blk 448A,Does Not Have Interchange,9.0,11.0
103,2,25,11.6,TRUNK,Aft Jln Kayu,Does Not Have Interchange,9.0,11.0
103,2,26,11.8,TRUNK,Bef Fernvale Lane,Does Not Have Interchange,9.0,11.0
103,2,27,12.2,TRUNK,Opp The Greenwich,Does Not Have Interchange,9.0,11.0
103,2,28,12.5,TRUNK,Opp Seletar Hills Est,Does Not Have Interchange,9.0,11.0
103,2,29,12.8,TRUNK,Aft Jln Selaseh,Does Not Have Interchange,9.0,11.0
103,2,30,13.3,TRUNK,Bef Gerald Dr,Does Not Have Interchange,9.0,11.0
103,2,31,13.6,TRUNK,Blk 988B,Does Not Have Interchange,9.0,11.0
103,2,32,14.0,TRUNK,Blk 953,Does Not Have Interchange,9.0,11.0
103,2,33,14.5,TRUNK,Gracehaven S Army,Does Not Have Interchange,9.0,11.0
103,2,34,14.9,TRUNK,Opp Blk 139,Does Not Have Interchange,9.0,11.0
103,2,35,15.2,TRUNK,Toho Green,Does Not Have Interchange,9.0,11.0
103,2,36,15.6,TRUNK,Aft Serangoon Nth Ave 1,Does Not Have Interchange,9.0,11.0
103,2,37,15.9,TRUNK,Aft Serangoon Gdn Way,Does Not Have Interchange,9.0,11.0
103,2,38,16.1,TRUNK,Bef Tai Seng Chr Ch,Does Not Have Interchange,9.0,11.0
103,2,39,16.5,TRUNK,Serangoon Sports Cplx,Does Not Have Interchange,9.0,11.0
103,2,40,16.7,TRUNK,Serangoon Stadium,Does Not Have Interchange,9.0,11.0
103,2,41,17.2,TRUNK,Forest Woods,Does Not Have Interchange,9.0,11.0
103,2,42,17.4,TRUNK,S'Goon Stn Exit D/Blk 416,Does Not Have Interchange,9.0,11.0
103,2,44,18.1,TRUNK,S'Goon Int,Has Interchange,9.0,11.0
105,1,1,0.0,TRUNK,S'Goon Int,Has Interchange,8.0,9.0
105,1,2,0.5,TRUNK,Blk 330,Does Not Have Interchange,8.0,9.0
105,1,3,0.9,TRUNK,Opp Golden Hts,Does Not Have Interchange,8.0,9.0
105,1,4,1.3,TRUNK,Opp Lor Chuan Stn Exit B,Does Not Have Interchange,8.0,9.0
105,1,5,1.7,TRUNK,St. Gabriel's Pr Sch,Does Not Have Interchange,8.0,9.0
105,1,6,2.2,TRUNK,Bef Braddell Rd,Does Not Have Interchange,8.0,9.0
105,1,7,2.7,TRUNK,Comfortdelgro Corp Ltd,Does Not Have Interchange,8.0,9.0
105,1,8,3.0,TRUNK,Blk 219,Does Not Have Interchange,8.0,9.0
105,1,9,3.6,TRUNK,Blk 1,Does Not Have Interchange,8.0,9.0
105,1,10,4.2,TRUNK,Blk 56,Does Not Have Interchange,8.0,9.0
105,1,11,4.8,TRUNK,Blk 177,Does Not Have Interchange,8.0,9.0
105,1,12,5.1,TRUNK,Toa Payoh Stn,Does Not Have Interchange,8.0,9.0
105,1,13,6.2,TRUNK,Opp Trellis Twrs,Does Not Have Interchange,8.0,9.0
105,1,14,7.4,TRUNK,Catholic JC,Does Not Have Interchange,8.0,9.0
105,1,15,8.3,TRUNK,St. Joseph'S Instn,Does Not Have Interchange,8.0,9.0
105,1,16,8.6,TRUNK,Aft Tanglin CC,Does Not Have Interchange,8.0,9.0
105,1,17,9.0,TRUNK,Aft Stevens Stn,Does Not Have Interchange,8.0,9.0
105,1,18,9.3,TRUNK,Bef Met YMCA,Does Not Have Interchange,8.0,9.0
105,1,19,9.7,TRUNK,NOVOTEL MERCURE @ STEVENS,Does Not Have Interchange,8.0,9.0
105,1,20,10.2,TRUNK,Opp Raffles Girls' Sch,Does Not Have Interchange,8.0,9.0
105,1,21,10.9,TRUNK,Far East Plaza,Does Not Have Interchange,8.0,9.0
105,1,22,11.6,TRUNK,Opp Four Seasons Hotel,Does Not Have Interchange,8.0,9.0
105,1,23,11.9,TRUNK,Bef Tomlinson Rd,Does Not Have Interchange,8.0,9.0
105,1,24,12.5,TRUNK,Grange Residences,Does Not Have Interchange,8.0,9.0
105,1,25,12.8,TRUNK,British Council,Does Not Have Interchange,8.0,9.0
105,1,26,13.1,TRUNK,Opp S'pore Botanic Gdns,Does Not Have Interchange,8.0,9.0
105,1,27,13.7,TRUNK,Aft Min Of Foreign Affairs,Does Not Have Interchange,8.0,9.0
105,1,28,14.0,TRUNK,CSC Dempsey Clubhse,Does Not Have Interchange,8.0,9.0
105,1,29,14.3,TRUNK,Aft Peirce Rd,Does Not Have Interchange,8.0,9.0
105,1,30,14.8,TRUNK,Lien Twrs,Does Not Have Interchange,8.0,9.0
105,1,31,15.1,TRUNK,Opp Holland Hill Lodge,Does Not Have Interchange,8.0,9.0
105,1,32,15.6,TRUNK,Opp Blk 95,Does Not Have Interchange,8.0,9.0
105,1,33,15.9,TRUNK,Queensway Sec Sch,Does Not Have Interchange,8.0,9.0
105,1,34,16.5,TRUNK,C'Wealth Stn Exit A/D,Does Not Have Interchange,8.0,9.0
105,1,35,17.0,TRUNK,Opp Blk 7B,Does Not Have Interchange,8.0,9.0
105,1,36,17.4,TRUNK,Opp Blk 43,Does Not Have Interchange,8.0,9.0
105,1,37,17.9,TRUNK,Buona Vista Stn,Does Not Have Interchange,8.0,9.0
105,1,38,18.4,TRUNK,Blk 19A CP,Does Not Have Interchange,8.0,9.0
105,1,39,18.8,TRUNK,SP SMA,Does Not Have Interchange,8.0,9.0
105,1,40,19.2,TRUNK,Dover Stn,Does Not Have Interchange,8.0,9.0
105,1,41,19.6,TRUNK,Opp Sch Of Science & Tech,Does Not Have Interchange,8.0,9.0
105,1,42,20.3,TRUNK,Blk 410,Does Not Have Interchange,8.0,9.0
105,1,43,20.6,TRUNK,Blk 455,Does Not Have Interchange,8.0,9.0
105,1,44,21.0,TRUNK,Clementi Stn,Does Not Have Interchange,8.0,9.0
105,1,45,21.3,TRUNK,Opp Blk 317,Does Not Have Interchange,8.0,9.0
105,1,46,21.6,TRUNK,Nan Hua Pr Sch,Does Not Have Interchange,8.0,9.0
105,1,47,22.2,TRUNK,BEF TOH TUCK AVE,Does Not Have Interchange,8.0,9.0
105,1,48,22.7,TRUNK,OPP 8 @TRADEHUB 21,Does Not Have Interchange,8.0,9.0
105,1,49,23.2,TRUNK,Bef The Synergy,Does Not Have Interchange,8.0,9.0
105,1,50,23.6,TRUNK,The Synergy,Does Not Have Interchange,8.0,9.0
105,1,51,24.2,TRUNK,IMM Bldg,Does Not Have Interchange,8.0,9.0
105,1,52,24.9,TRUNK,Blk 286A,Does Not Have Interchange,8.0,9.0
105,1,53,25.2,TRUNK,Blk 288E,Does Not Have Interchange,8.0,9.0
105,1,54,25.6,TRUNK,Blk 207,Does Not Have Interchange,8.0,9.0
105,1,55,25.9,TRUNK,Bef Seventh-Day Advent Ch,Does Not Have Interchange,8.0,9.0
105,1,56,26.4,TRUNK,Jurong East Temp Int,Has Interchange,8.0,9.0
105,2,1,0.0,TRUNK,Jurong East Temp Int,Has Interchange,8.0,10.0
105,2,3,0.5,TRUNK,Seventh-Day Advent Ch,Does Not Have Interchange,8.0,10.0
105,2,4,0.9,TRUNK,Blk 209,Does Not Have Interchange,8.0,10.0
105,2,5,1.4,TRUNK,Opp Blk 288D,Does Not Have Interchange,8.0,10.0
105,2,6,1.7,TRUNK,Blk 284,Does Not Have Interchange,8.0,10.0
105,2,7,2.3,TRUNK,Opp IMM Bldg,Does Not Have Interchange,8.0,10.0
105,2,8,2.9,TRUNK,Opp The Synergy,Does Not Have Interchange,8.0,10.0
105,2,9,3.3,TRUNK,Aft Boon Lay Sub Stn,Does Not Have Interchange,8.0,10.0
105,2,10,3.6,TRUNK,8 @ TRADEHUB 21,Does Not Have Interchange,8.0,10.0
105,2,11,4.2,TRUNK,Aft Toh Tuck Ave,Does Not Have Interchange,8.0,10.0
105,2,12,4.8,TRUNK,Blk 203,Does Not Have Interchange,8.0,10.0
105,2,13,5.2,TRUNK,Blk 317,Does Not Have Interchange,8.0,10.0
105,2,14,5.5,TRUNK,Clementi Stn,Does Not Have Interchange,8.0,10.0
105,2,15,5.8,TRUNK,Blk 329,Does Not Have Interchange,8.0,10.0
105,2,16,6.2,TRUNK,Blk 365,Does Not Have Interchange,8.0,10.0
105,2,17,6.7,TRUNK,Sch Of Science & Tech,Does Not Have Interchange,8.0,10.0
105,2,18,7.2,TRUNK,Dover Stn,Does Not Have Interchange,8.0,10.0
105,2,19,7.7,TRUNK,Opp SP SMA,Does Not Have Interchange,8.0,10.0
105,2,20,8.0,TRUNK,Opp Blk 19A CP,Does Not Have Interchange,8.0,10.0
105,2,21,8.4,TRUNK,Blk 15,Does Not Have Interchange,8.0,10.0
105,2,22,8.9,TRUNK,Blk 43,Does Not Have Interchange,8.0,10.0
105,2,23,9.1,TRUNK,Blk 8,Does Not Have Interchange,8.0,10.0
105,2,24,9.7,TRUNK,C'Wealth Stn Exit B/C,Does Not Have Interchange,8.0,10.0
105,2,25,10.3,TRUNK,Opp Queensway Sec Sch,Does Not Have Interchange,8.0,10.0
105,2,26,10.7,TRUNK,Blk 97,Does Not Have Interchange,8.0,10.0
105,2,27,11.0,TRUNK,Viz Holland,Does Not Have Interchange,8.0,10.0
105,2,28,11.5,TRUNK,Les Jardins De Holland,Does Not Have Interchange,8.0,10.0
105,2,29,11.8,TRUNK,Great Eastern Mans,Does Not Have Interchange,8.0,10.0
105,2,30,12.2,TRUNK,Opp Peirce Rd,Does Not Have Interchange,8.0,10.0
105,2,31,12.6,TRUNK,Bef Tyersall Ave,Does Not Have Interchange,8.0,10.0
105,2,32,13.3,TRUNK,S'pore Botanic Gdns,Does Not Have Interchange,8.0,10.0
105,2,33,13.4,TRUNK,Opp British Council,Does Not Have Interchange,8.0,10.0
105,2,34,14.0,TRUNK,Aft Tomlinson Rd,Does Not Have Interchange,8.0,10.0
105,2,35,14.3,TRUNK,Delfi Orchard,Does Not Have Interchange,8.0,10.0
105,2,36,14.6,TRUNK,Royal Thai Embassy,Does Not Have Interchange,8.0,10.0
105,2,37,15.1,TRUNK,Thong Teck Bldg,Does Not Have Interchange,8.0,10.0
105,2,38,15.9,TRUNK,Raffles Girls' Sch,Does Not Have Interchange,8.0,10.0
105,2,39,16.3,TRUNK,Chelsea Gdns Condo,Does Not Have Interchange,8.0,10.0
105,2,40,16.7,TRUNK,Opp Met YMCA,Does Not Have Interchange,8.0,10.0
105,2,41,16.9,TRUNK,Opp Stevens Stn,Does Not Have Interchange,8.0,10.0
105,2,42,17.3,TRUNK,Raffles Town Club,Does Not Have Interchange,8.0,10.0
105,2,43,18.8,TRUNK,Opp Catholic JC,Does Not Have Interchange,8.0,10.0
105,2,44,19.2,TRUNK,Old Police Academy,Does Not Have Interchange,8.0,10.0
105,2,45,20.0,TRUNK,Trellis Twrs,Does Not Have Interchange,8.0,10.0
105,2,46,20.6,TRUNK,Opp Toa Payoh Stn,Does Not Have Interchange,8.0,10.0
105,2,47,20.8,TRUNK,Opp Blk 177,Does Not Have Interchange,8.0,10.0
105,2,48,21.4,TRUNK,Jackson Sq,Does Not Have Interchange,8.0,10.0
105,2,49,22.0,TRUNK,Blk 237,Does Not Have Interchange,8.0,10.0
105,2,50,22.8,TRUNK,BLK 147,Does Not Have Interchange,8.0,10.0
105,2,51,23.3,TRUNK,BCA Academy,Does Not Have Interchange,8.0,10.0
105,2,52,23.9,TRUNK,Aft Braddell Rd,Does Not Have Interchange,8.0,10.0
105,2,53,24.4,TRUNK,New Tech Pk,Does Not Have Interchange,8.0,10.0
105,2,54,24.8,TRUNK,Lor Chuan Stn Exit A,Does Not Have Interchange,8.0,10.0
105,2,55,25.0,TRUNK,Golden Hts,Does Not Have Interchange,8.0,10.0
105,2,56,25.4,TRUNK,Blk 326,Does Not Have Interchange,8.0,10.0
105,2,57,25.7,TRUNK,S'Goon Stn Exit F,Does Not Have Interchange,8.0,10.0
105,2,58,25.8,TRUNK,S'Goon Int,Has Interchange,8.0,10.0
105B,1,1,0.0,TRUNK,Jurong East Temp Int,Has Interchange,7.0,0.0
105B,1,3,0.5,TRUNK,Seventh-Day Advent Ch,Does Not Have Interchange,7.0,0.0
105B,1,4,0.9,TRUNK,Blk 209,Does Not Have Interchange,7.0,0.0
105B,1,5,1.4,TRUNK,Opp Blk 288D,Does Not Have Interchange,7.0,0.0
105B,1,6,1.7,TRUNK,Blk 284,Does Not Have Interchange,7.0,0.0
105B,1,7,2.3,TRUNK,Opp IMM Bldg,Does Not Have Interchange,7.0,0.0
105B,1,8,2.9,TRUNK,Opp The Synergy,Does Not Have Interchange,7.0,0.0
105B,1,9,3.3,TRUNK,Aft Boon Lay Sub Stn,Does Not Have Interchange,7.0,0.0
105B,1,10,3.6,TRUNK,8 @ TRADEHUB 21,Does Not Have Interchange,7.0,0.0
105B,1,11,4.2,TRUNK,Aft Toh Tuck Ave,Does Not Have Interchange,7.0,0.0
105B,1,12,4.8,TRUNK,Blk 203,Does Not Have Interchange,7.0,0.0
105B,1,13,5.2,TRUNK,Blk 317,Does Not Have Interchange,7.0,0.0
105B,1,14,5.5,TRUNK,Clementi Stn,Does Not Have Interchange,7.0,0.0
106,1,1,0.0,TRUNK,Bt Batok Int,Has Interchange,8.0,8.0
106,1,2,0.6,TRUNK,Blk 231,Does Not Have Interchange,8.0,8.0
106,1,3,1.0,TRUNK,Blk 283,Does Not Have Interchange,8.0,8.0
106,1,4,1.4,TRUNK,Blk 289E,Does Not Have Interchange,8.0,8.0
106,1,5,1.6,TRUNK,Yusof Ishak Sec Sch,Does Not Have Interchange,8.0,8.0
106,1,6,2.0,TRUNK,Burgundy Hill,Does Not Have Interchange,8.0,8.0
106,1,7,2.7,TRUNK,SMRT Ulu Pandan Depot,Does Not Have Interchange,8.0,8.0
106,1,8,3.1,TRUNK,Aft Toh Tuck Link,Does Not Have Interchange,8.0,8.0
106,1,9,3.8,TRUNK,Aft Toh Tuck Ave,Does Not Have Interchange,8.0,8.0
106,1,10,4.4,TRUNK,Blk 203,Does Not Have Interchange,8.0,8.0
106,1,11,4.8,TRUNK,Blk 317,Does Not Have Interchange,8.0,8.0
106,1,12,5.1,TRUNK,Clementi Stn,Does Not Have Interchange,8.0,8.0
106,1,13,5.4,TRUNK,Blk 329,Does Not Have Interchange,8.0,8.0
106,1,14,5.8,TRUNK,Blk 365,Does Not Have Interchange,8.0,8.0
106,1,15,6.3,TRUNK,Sch Of Science & Tech,Does Not Have Interchange,8.0,8.0
106,1,16,6.8,TRUNK,Dover Stn,Does Not Have Interchange,8.0,8.0
106,1,17,7.3,TRUNK,Opp SP SMA,Does Not Have Interchange,8.0,8.0
106,1,18,7.6,TRUNK,Opp Blk 19A CP,Does Not Have Interchange,8.0,8.0
106,1,19,8.0,TRUNK,Blk 15,Does Not Have Interchange,8.0,8.0
106,1,20,8.5,TRUNK,Blk 43,Does Not Have Interchange,8.0,8.0
106,1,21,8.9,TRUNK,Holland V Stn Exit C,Does Not Have Interchange,8.0,8.0
106,1,22,10.0,TRUNK,Fairlodge,Does Not Have Interchange,8.0,8.0
106,1,23,10.4,TRUNK,Les Jardins De Holland,Does Not Have Interchange,8.0,8.0
106,1,24,10.7,TRUNK,Great Eastern Mans,Does Not Have Interchange,8.0,8.0
106,1,25,11.1,TRUNK,Opp Peirce Rd,Does Not Have Interchange,8.0,8.0
106,1,26,11.5,TRUNK,Bef Tyersall Ave,Does Not Have Interchange,8.0,8.0
106,1,27,12.2,TRUNK,S'pore Botanic Gdns,Does Not Have Interchange,8.0,8.0
106,1,28,12.3,TRUNK,Opp British Council,Does Not Have Interchange,8.0,8.0
106,1,29,12.9,TRUNK,Aft Tomlinson Rd,Does Not Have Interchange,8.0,8.0
106,1,30,13.2,TRUNK,Delfi Orchard,Does Not Have Interchange,8.0,8.0
106,1,31,13.5,TRUNK,Royal Thai Embassy,Does Not Have Interchange,8.0,8.0
106,1,32,14.0,TRUNK,Orchard Stn/Lucky Plaza,Does Not Have Interchange,8.0,8.0
106,1,33,14.6,TRUNK,Opp Somerset Stn,Does Not Have Interchange,8.0,8.0
